"タイトル","説明","品物番号","定価",
"天井吊下型　LED（電球色）　吹き抜け用ペンダント　和紙セードタイプ・直付タイプ　LED電球交換型　白熱電球60形2灯器具相当／白熱電球100形1灯器具相当","LED電球一般電球タイプ7.0W2灯（E26）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ150 mm　<br>高：900 mm　<br>全高：1500～3000 mm 調節可能<br>質量：2 kg<br>器具光束：1440 lm　<br>電圧：100 V　<br>消費電力：20 W　<br>消費効率：72 lm/W<br>デザイン分類：Japanese Modern<br>天井吊下型、和紙セードタイプ・直付タイプ<br>Ra84（LED電球）<br>Ra83（LED内蔵）<br>コード150cm収納可能<br>60形電球2灯器具相当（LED電球）<br>100形電球1灯器具相当（LED内蔵）<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.334 A<br>調光操作不可<br>","LGB19306F","103000",
"天井吊下型　LED（電球色）　吹き抜け用ペンダント　布セードタイプ・直付タイプ　LED電球交換型　白熱電球60形2灯器具相当／白熱電球100形1灯器具相当","LED電球一般電球タイプ7.0W2灯（E26）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ150 mm　<br>高：900 mm　<br>全高：1500～3000 mm 調節可能<br>質量：2 kg<br>器具光束：905 lm　<br>電圧：100 V　<br>消費電力：20 W　<br>消費効率：45.2 lm/W<br>デザイン分類：Natural<br>【布セード】生成<br>天井吊下型、布セードタイプ・直付タイプ<br>Ra84（LED電球）<br>Ra83（LED内蔵）<br>コード150cm収納可能<br>60形電球2灯器具相当（LED電球）<br>100形電球1灯器具相当（LED内蔵）<br>コードアジャスタ取付可能（LK01088・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.334 A<br>調光操作不可<br>","LGB19305F","103000",
